customer_id,account_id,loan_type,loan_amount,interest_rate,tenure_months,emi_amount,loan_start_date,loan_end_date,loan_status,approved_by,approved_date,created_at,outstanding_balance,paid_emi_count,next_emi_date,rejection_reason
112,631,Car Loan,1122000,10.14,48,28532.31,2021-12-06,2025-12-06,Defaulted,19,2021-11-17,2021-12-06,85596.93,45,2025-10-06,
921,269,Home Loan,3970000,8.42,192,37704.26,2022-07-25,2038-07-25,Active,18,2022-06-25,2022-07-25,5391709.18,49,2026-09-25,
955,780,Home Loan,5944000,7.93,192,54733.72,2024-02-12,2040-02-12,Pending,,,2024-02-12,5944000,0,,
421,428,Gold Loan,519000,13.79,24,24867.23,2023-10-19,2025-10-19,Closed,16,2023-09-27,2023-10-19,0.00,24,,
239,849,Education Loan,505000,9.98,132,6316.82,2024-02-03,2035-02-03,Rejected,,,2024-02-03,0.00,0,,Incomplete documentation
884,1283,Personal Loan,983000,14.52,12,88501.43,2024-06-09,2025-06-09,Active,58,2024-06-01,2024-06-09,0.00,12,2025-07-09,
491,381,Business Loan,560000,14.65,48,15486.05,2022-05-12,2026-05-12,Active,3,2022-04-18,2022-05-12,0.00,48,2026-06-12,
519,378,Gold Loan,748000,9.14,36,23834.97,2023-12-07,2026-12-07,Active,26,2023-11-27,2023-12-07,95339.88,32,2026-09-07,
440,328,Business Loan,3656000,12.59,84,65697.61,2021-10-04,2028-10-04,Active,41,2021-10-01,2021-10-04,1708137.86,58,2026-09-04,
557,1250,Home Loan,2026000,8.37,168,20512.07,2023-11-27,2037-11-27,Active,3,2023-10-30,2023-11-27,2769129.45,33,2026-09-27,
50,1465,Personal Loan,788000,16.45,36,27879.13,2022-02-01,2025-02-01,Closed,52,2022-01-31,2022-02-01,0.00,36,,
168,981,Personal Loan,890000,14.32,84,16836.33,2022-04-06,2029-04-06,Active,19,2022-03-26,2022-04-06,538762.56,52,2026-09-06,
543,927,Personal Loan,248000,16.34,12,22541.17,2025-03-08,2026-03-08,Active,2,2025-03-04,2025-03-08,0.00,12,2026-04-08,
278,181,Car Loan,1088000,9.64,48,27406.77,2026-05-13,2030-05-13,Pending,,,2026-05-13,1088000,0,,
735,370,Business Loan,2259000,10.69,36,73625.57,2022-09-21,2025-09-21,Closed,12,2022-08-22,2022-09-21,0.00,36,,
357,1163,Car Loan,381000,8.36,48,9365.84,2024-08-01,2028-08-01,Closed,24,2024-07-16,2024-08-01,0.00,48,,
115,847,Car Loan,839000,10.58,84,14181.12,2022-09-07,2029-09-07,Rejected,,,2022-09-07,0.00,0,,Low credit score
929,671,Education Loan,1975000,9.0,156,21521.19,2022-11-24,2035-11-24,Active,69,2022-11-16,2022-11-24,2388852.09,45,2026-09-24,
202,704,Home Loan,3755000,7.02,168,35165.65,2024-12-20,2038-12-20,Closed,21,2024-12-07,2024-12-20,0.00,168,,
949,1078,Car Loan,630000,8.29,60,12861.74,2023-11-06,2028-11-06,Active,98,2023-10-11,2023-11-06,347266.98,33,2026-09-06,
182,1251,Car Loan,993000,10.6,84,16794.45,2022-08-16,2029-08-16,Active,78,2022-08-11,2022-08-16,604600.20,48,2026-09-16,
83,311,Education Loan,1544000,7.23,96,21227.62,2026-03-14,2034-03-14,Closed,36,2026-03-12,2026-03-14,0.00,96,,
381,1460,Gold Loan,565000,8.05,36,17718.08,2025-09-27,2028-09-27,Active,38,2025-09-26,2025-09-27,442952.00,11,2026-09-27,
889,30,Personal Loan,881000,10.56,84,14881.82,2021-12-28,2028-12-28,Approved,59,2021-12-25,2021-12-28,416690.96,56,2026-09-28,
935,1340,Car Loan,1379000,7.71,72,23983.54,2022-08-20,2028-08-20,Closed,56,2022-08-09,2022-08-20,0.00,72,,
292,1384,Gold Loan,410000,8.9,12,35836.1,2025-06-26,2026-06-26,Active,63,2025-06-11,2025-06-26,0.00,12,2026-07-26,
342,564,Gold Loan,622000,11.85,12,55220.31,2022-09-03,2023-09-03,Approved,3,2022-08-11,2022-09-03,0.00,12,2023-10-03,
462,213,Car Loan,1501000,11.49,36,49489.85,2026-06-05,2029-06-05,Pending,,,2026-06-05,1501000,0,,
172,129,Personal Loan,1274000,12.97,48,34159.26,2022-04-24,2026-04-24,Approved,69,2022-03-27,2022-04-24,0.00,48,2026-05-24,
168,75,Education Loan,1678000,7.51,168,16170.93,2023-11-11,2037-11-11,Active,87,2023-10-26,2023-11-11,2183075.55,33,2026-09-11,
803,922,Personal Loan,508000,15.06,84,9819.86,2022-12-17,2029-12-17,Approved,48,2022-11-20,2022-12-17,392794.40,44,2026-09-17,
966,1304,Home Loan,3858000,7.81,144,41360.15,2025-09-25,2037-09-25,Closed,61,2025-09-08,2025-09-25,0.00,144,,
173,1248,Gold Loan,768000,12.9,24,36476.06,2024-06-27,2026-06-27,Closed,1,2024-06-15,2024-06-27,0.00,24,,
706,954,Business Loan,1675000,12.34,24,79114.28,2025-07-25,2027-07-25,Active,43,2025-07-17,2025-07-25,870257.08,13,2026-09-25,
759,1287,Education Loan,246000,7.48,156,2470.51,2023-05-18,2036-05-18,Approved,62,2023-04-22,2023-05-18,289049.67,39,2026-09-18,
154,685,Gold Loan,726000,11.58,48,18968.99,2025-06-30,2029-06-30,Defaulted,1,2025-06-10,2025-06-30,644945.66,14,2026-09-30,
447,809,Home Loan,5808000,9.45,120,74995.2,2026-05-26,2036-05-26,Closed,92,2026-05-19,2026-05-26,0.00,120,,
367,232,Business Loan,704000,11.81,48,18473.41,2023-04-25,2027-04-25,Active,5,2023-04-15,2023-04-25,147787.28,40,2026-09-25,
158,610,Education Loan,1608000,7.4,108,20437.41,2025-05-03,2034-05-03,Pending,,,2025-05-03,1608000,0,,
758,901,Business Loan,1924000,12.63,96,31940.26,2023-07-25,2031-07-25,Active,86,2023-07-12,2023-07-25,1884475.34,37,2026-09-25,
108,860,Gold Loan,448000,11.24,60,9794.31,2024-12-05,2029-12-05,Active,23,2024-11-15,2024-12-05,391772.40,20,2026-09-05,
958,904,Gold Loan,225000,11.84,60,4986.83,2026-06-16,2031-06-16,Defaulted,65,2026-06-13,2026-06-16,289236.14,2,2026-09-16,
656,1215,Car Loan,518000,10.71,36,16887.61,2024-06-16,2027-06-16,Active,86,2024-05-17,2024-06-16,168876.10,26,2026-09-16,
398,956,Business Loan,4966000,11.4,24,232377.84,2025-01-30,2027-01-30,Active,77,2025-01-19,2025-01-30,1161889.20,19,2026-09-30,
611,283,Car Loan,2269000,8.0,60,46007.14,2025-04-29,2030-04-29,Active,69,2025-04-06,2025-04-29,2024314.16,16,2026-09-29,
255,182,Business Loan,2737000,10.95,60,59440.79,2024-12-10,2029-12-10,Approved,14,2024-11-12,2024-12-10,2377631.60,20,2026-09-10,
662,362,Education Loan,1385000,8.42,132,16125.29,2025-09-28,2036-09-28,Defaulted,47,2025-09-03,2025-09-28,1951160.09,11,2026-09-28,
764,297,Education Loan,1466000,7.38,168,14021.49,2026-04-23,2040-04-23,Pending,,,2026-04-23,1466000,0,,
43,581,Business Loan,688000,10.78,60,14883.41,2023-01-28,2028-01-28,Closed,12,2023-01-06,2023-01-28,0.00,60,,
116,1008,Car Loan,1529000,8.76,36,48451.18,2021-10-24,2024-10-24,Active,60,2021-10-08,2021-10-24,0.00,36,2024-11-24,
580,1468,Personal Loan,216000,12.84,48,5777.6,2025-10-02,2029-10-02,Rejected,,,2025-10-02,0.00,0,,Eligibility criteria not met
879,943,Business Loan,2940000,15.27,96,53219.86,2024-04-05,2032-04-05,Defaulted,1,2024-04-01,2024-04-05,3618950.48,28,2026-09-05,
574,1440,Gold Loan,783000,10.03,24,36142.32,2026-01-28,2028-01-28,Active,38,2026-01-21,2026-01-28,614419.44,7,2026-09-28,
413,112,Home Loan,1733000,7.61,168,16798.06,2023-05-31,2037-05-31,Closed,88,2023-05-07,2023-05-31,0.00,168,,
606,824,Car Loan,714000,9.6,36,22904.92,2025-11-20,2028-11-20,Approved,23,2025-11-12,2025-11-20,618432.84,9,2026-09-20,
537,852,Home Loan,6624000,7.89,192,60840.32,2023-06-02,2039-06-02,Active,37,2023-05-21,2023-06-02,9369409.28,38,2026-09-02,
822,1318,Home Loan,6349000,7.55,240,51341.4,2024-04-25,2044-04-25,Closed,50,2024-03-29,2024-04-25,0.00,240,,
580,233,Car Loan,941000,11.45,36,31008.05,2025-02-25,2028-02-25,Active,25,2025-02-20,2025-02-25,558144.90,18,2026-09-25,
803,1354,Gold Loan,826000,11.26,12,73103.46,2024-09-03,2025-09-03,Defaulted,59,2024-08-29,2024-09-03,219310.38,9,2025-07-03,
39,1425,Business Loan,1269000,12.96,96,21300.02,2022-04-14,2030-04-14,Defaulted,48,2022-03-17,2022-04-14,937200.88,52,2026-09-14,
790,410,Education Loan,236000,7.95,168,2332.82,2024-04-30,2038-04-30,Closed,47,2024-04-19,2024-04-30,0.00,168,,
19,717,Business Loan,3279000,14.42,36,112738.49,2021-09-25,2024-09-25,Defaulted,11,2021-09-22,2021-09-25,338215.47,33,2024-07-25,
462,684,Education Loan,871000,8.01,60,17664.91,2025-06-19,2030-06-19,Active,77,2025-05-25,2025-06-19,812585.86,14,2026-09-19,
42,1437,Business Loan,3092000,12.38,24,146100.48,2026-03-21,2028-03-21,Defaulted,37,2026-02-26,2026-03-21,2775909.12,5,2026-09-21,
491,964,Personal Loan,1006000,14.23,60,23527.99,2026-05-15,2031-05-15,Approved,23,2026-04-15,2026-05-15,1341095.43,3,2026-09-15,
912,240,Gold Loan,571000,9.37,24,26183.03,2023-08-13,2025-08-13,Active,99,2023-08-06,2023-08-13,0.00,24,2025-09-13,
173,156,Business Loan,3413000,10.13,72,63452.66,2026-06-24,2032-06-24,Active,85,2026-06-15,2026-06-24,4441686.20,2,2026-09-24,
746,900,Home Loan,1789000,7.58,204,15625.19,2023-04-22,2040-04-22,Closed,44,2023-04-05,2023-04-22,0.00,204,,
710,359,Personal Loan,279000,14.55,36,9610.26,2025-07-03,2028-07-03,Approved,24,2025-06-20,2025-07-03,221035.98,13,2026-09-03,
207,666,Education Loan,834000,7.28,180,7627.39,2023-04-01,2038-04-01,Closed,52,2023-03-17,2023-04-01,0.00,180,,
523,650,Home Loan,5821000,8.81,204,55133.84,2022-07-25,2039-07-25,Active,32,2022-07-21,2022-07-25,8545745.20,49,2026-09-25,
511,1497,Home Loan,4824000,7.44,180,44554.76,2024-07-19,2039-07-19,Active,18,2024-06-24,2024-07-19,6905987.80,25,2026-09-19,
816,459,Car Loan,1169000,9.08,60,24311.93,2026-05-26,2031-05-26,Approved,20,2026-05-07,2026-05-26,1385780.01,3,2026-09-26,
101,375,Gold Loan,287000,9.0,48,7142.01,2024-12-30,2028-12-30,Active,58,2024-12-11,2024-12-30,199976.28,20,2026-09-30,
51,712,Home Loan,7441000,7.01,168,69644.12,2024-05-19,2038-05-19,Rejected,,,2024-05-19,0.00,0,,Eligibility criteria not met
888,180,Gold Loan,513000,12.94,60,11656.58,2026-02-12,2031-02-12,Approved,50,2026-01-25,2026-02-12,629455.32,6,2026-09-12,
166,1389,Business Loan,3096000,13.5,24,147917.64,2021-10-04,2023-10-04,Approved,15,2021-09-07,2021-10-04,0.00,24,2023-11-04,
742,1049,Personal Loan,623000,15.78,72,13438.67,2024-10-13,2030-10-13,Rejected,,,2024-10-13,0.00,0,,Insufficient income
394,365,Personal Loan,830000,11.96,24,39055.48,2025-11-14,2027-11-14,Active,16,2025-11-13,2025-11-14,585832.20,9,2026-09-14,
160,1170,Home Loan,1405000,9.01,228,12891.31,2024-07-04,2043-07-04,Pending,,,2024-07-04,1405000,0,,
129,499,Education Loan,1092000,8.2,84,17129.16,2025-11-05,2032-11-05,Approved,17,2025-10-23,2025-11-05,1284687.00,9,2026-09-05,
855,802,Gold Loan,355000,11.42,48,9247.74,2022-10-11,2026-10-11,Closed,66,2022-10-05,2022-10-11,0.00,48,,
555,66,Gold Loan,583000,9.93,24,26883.66,2023-05-15,2025-05-15,Pending,,,2023-05-15,583000,0,,
209,485,Personal Loan,101000,13.47,36,3426.0,2022-04-06,2025-04-06,Pending,,,2022-04-06,101000,0,,
632,1045,Education Loan,700000,8.94,132,8349.38,2026-04-25,2037-04-25,Active,73,2026-04-19,2026-04-25,1068720.64,4,2026-09-25,
690,100,Gold Loan,145000,10.59,12,12787.63,2022-11-12,2023-11-12,Active,57,2022-10-20,2022-11-12,0.00,12,2023-12-12,
246,1488,Home Loan,7480000,7.61,204,65462.52,2022-01-06,2039-01-06,Active,38,2021-12-22,2022-01-06,9753915.48,55,2026-09-06,
412,339,Business Loan,2692000,11.5,96,43016.47,2022-07-19,2030-07-19,Active,68,2022-06-20,2022-07-19,2021774.09,49,2026-09-19,
238,1236,Business Loan,4044000,10.77,24,188050.56,2023-03-26,2025-03-26,Active,21,2023-03-12,2023-03-26,0.00,24,2025-04-26,
516,245,Business Loan,2717000,15.83,108,47336.61,2026-01-11,2035-01-11,Active,21,2025-12-14,2026-01-11,4780997.61,7,2026-09-11,
6,1467,Home Loan,3657000,8.74,228,32930.55,2022-01-20,2041-01-20,Defaulted,69,2022-01-14,2022-01-20,5696985.15,55,2026-09-20,
633,828,Home Loan,3111000,7.34,192,27582.65,2023-06-18,2039-06-18,Active,92,2023-06-16,2023-06-18,4247728.10,38,2026-09-18,
360,243,Gold Loan,618000,8.01,12,53761.71,2023-03-03,2024-03-03,Active,99,2023-02-18,2023-03-03,0.00,12,2024-04-03,
824,798,Gold Loan,334000,13.91,36,11400.73,2025-09-30,2028-09-30,Defaulted,78,2025-09-22,2025-09-30,285018.25,11,2026-09-30,
87,637,Car Loan,2048000,7.53,36,63733.76,2026-07-17,2029-07-17,Active,14,2026-07-13,2026-07-17,2230681.60,1,2026-09-17,
41,654,Business Loan,1494000,11.6,84,26054.67,2024-01-17,2031-01-17,Closed,60,2024-01-06,2024-01-17,0.00,84,,
742,1141,Car Loan,1284000,10.45,72,24079.58,2025-04-26,2031-04-26,Active,24,2025-04-07,2025-04-26,1348456.48,16,2026-09-26,
167,451,Business Loan,2049000,10.47,84,34515.49,2022-09-18,2029-09-18,Defaulted,2,2022-08-25,2022-09-18,1277073.13,47,2026-09-18,
273,811,Gold Loan,703000,13.62,60,16219.42,2025-06-06,2030-06-06,Closed,4,2025-05-09,2025-06-06,0.00,60,,
975,1333,Home Loan,7646000,9.13,192,75878.62,2025-05-06,2041-05-06,Closed,50,2025-04-12,2025-05-06,0.00,192,,
607,87,Personal Loan,1429000,15.88,48,40410.49,2022-12-27,2026-12-27,Defaulted,74,2022-11-28,2022-12-27,161641.96,44,2026-09-27,
523,650,Gold Loan,587000,13.02,48,15753.57,2024-12-22,2028-12-22,Closed,49,2024-11-23,2024-12-22,0.00,48,,
53,285,Home Loan,3120000,8.5,216,28250.27,2022-07-27,2040-07-27,Active,33,2022-07-17,2022-07-27,4717795.09,49,2026-09-27,
592,253,Gold Loan,721000,9.44,12,63199.72,2024-02-16,2025-02-16,Closed,44,2024-02-05,2024-02-16,0.00,12,,
241,300,Business Loan,1515000,15.97,84,30065.15,2022-11-01,2029-11-01,Active,97,2022-10-02,2022-11-01,1172540.85,45,2026-09-01,
819,216,Education Loan,844000,8.64,108,11269.81,2023-05-19,2032-05-19,Defaulted,38,2023-04-30,2023-05-19,777616.89,39,2026-09-19,
985,458,Home Loan,5643000,7.28,132,62250.47,2021-09-14,2032-09-14,Closed,73,2021-08-28,2021-09-14,0.00,132,,
800,1500,Car Loan,976000,7.68,84,15057.01,2024-06-01,2031-06-01,Defaulted,85,2024-05-09,2024-06-01,873306.58,26,2026-09-01,
545,149,Education Loan,1327000,8.6,132,15580.3,2025-07-06,2036-07-06,Defaulted,97,2025-06-30,2025-07-06,1854055.70,13,2026-09-06,
9,502,Gold Loan,950000,9.6,24,43662.5,2025-03-19,2027-03-19,Active,97,2025-02-21,2025-03-19,305637.50,17,2026-09-19,
905,6,Personal Loan,205000,15.66,72,4408.54,2022-06-02,2028-06-02,Active,68,2022-05-11,2022-06-02,96987.88,50,2026-09-02,
797,1065,Education Loan,585000,8.09,144,6361.25,2025-10-04,2037-10-04,Active,27,2025-09-11,2025-10-04,852407.50,10,2026-09-04,
490,236,Car Loan,1709000,10.2,48,43508.99,2023-12-03,2027-12-03,Active,48,2023-11-15,2023-12-03,696143.84,32,2026-09-03,
776,11,Business Loan,1325000,12.71,84,23895.94,2021-09-18,2028-09-18,Active,78,2021-08-29,2021-09-18,597398.50,59,2026-09-18,
124,1433,Education Loan,513000,7.0,72,8746.14,2023-12-02,2029-12-02,Pending,,,2023-12-02,513000,0,,
966,1304,Personal Loan,1135000,13.82,84,21157.21,2026-05-26,2033-05-26,Active,26,2026-05-14,2026-05-26,1713734.01,3,2026-09-26,
366,69,Personal Loan,1497000,12.03,84,26450.16,2022-12-16,2029-12-16,Active,14,2022-11-20,2022-12-16,1058006.40,44,2026-09-16,
932,10,Education Loan,1279000,9.78,84,21087.81,2021-12-21,2028-12-21,Closed,86,2021-12-04,2021-12-21,0.00,84,,
286,975,Business Loan,3048000,10.35,24,141142.62,2022-06-15,2024-06-15,Approved,62,2022-06-11,2022-06-15,0.00,24,2024-07-15,
355,81,Home Loan,4347000,8.96,192,42691.77,2022-12-11,2038-12-11,Approved,9,2022-11-27,2022-12-11,6318381.96,44,2026-09-11,
109,1412,Car Loan,634000,9.7,36,20368.22,2021-12-12,2024-12-12,Closed,90,2021-11-26,2021-12-12,0.00,36,,
972,976,Car Loan,1855000,8.0,48,45285.97,2023-04-04,2027-04-04,Pending,,,2023-04-04,1855000,0,,
490,236,Business Loan,3075000,13.22,96,52061.45,2023-02-21,2031-02-21,Pending,,,2023-02-21,3075000,0,,
949,1069,Education Loan,953000,8.37,144,10510.09,2023-02-13,2035-02-13,Active,44,2023-01-26,2023-02-13,1072029.18,42,2026-09-13,
322,1253,Home Loan,2955000,8.24,156,30924.51,2026-03-06,2039-03-06,Pending,,,2026-03-06,2955000,0,,
472,133,Business Loan,890000,14.41,48,24504.0,2025-12-28,2029-12-28,Closed,16,2025-12-16,2025-12-28,0.00,48,,
780,1362,Gold Loan,748000,8.72,12,65316.62,2024-01-22,2025-01-22,Closed,44,2024-01-13,2024-01-22,0.00,12,,
824,798,Business Loan,4866000,15.79,120,80876.22,2022-11-25,2032-11-25,Defaulted,60,2022-11-23,2022-11-25,6065716.50,45,2026-09-25,
867,592,Home Loan,5867000,7.47,168,56409.24,2023-02-05,2037-02-05,Closed,26,2023-01-12,2023-02-05,0.00,168,,
165,1020,Personal Loan,312000,13.37,72,6324.21,2022-12-18,2028-12-18,Closed,25,2022-11-22,2022-12-18,0.00,72,,
224,74,Personal Loan,204000,10.59,84,3449.16,2022-11-28,2029-11-28,Closed,29,2022-11-03,2022-11-28,0.00,84,,
840,1496,Gold Loan,138000,11.08,24,6437.01,2024-05-21,2026-05-21,Active,14,2024-05-14,2024-05-21,0.00,24,2026-06-21,
505,460,Home Loan,5467000,7.06,120,63645.69,2024-09-21,2034-09-21,Pending,,,2024-09-21,5467000,0,,
101,580,Business Loan,2710000,9.17,60,56479.0,2026-02-09,2031-02-09,Closed,97,2026-01-19,2026-02-09,0.00,60,,
142,504,Personal Loan,1413000,14.42,48,38910.67,2024-11-29,2028-11-29,Active,48,2024-11-17,2024-11-29,1050588.09,21,2026-09-29,
664,385,Education Loan,1024000,7.09,60,20319.94,2025-08-06,2030-08-06,Rejected,,,2025-08-06,0.00,0,,High existing liabilities
769,722,Car Loan,594000,10.97,72,11297.12,2025-03-11,2031-03-11,Defaulted,68,2025-02-25,2025-03-11,621341.60,17,2026-09-11,
938,441,Gold Loan,977000,10.67,36,31833.26,2022-10-20,2025-10-20,Active,84,2022-10-16,2022-10-20,0.00,36,2025-11-20,
882,357,Education Loan,952000,6.56,132,10143.39,2025-10-23,2036-10-23,Defaulted,58,2025-10-22,2025-10-23,1237493.58,10,2026-09-23,
91,826,Car Loan,666000,9.59,84,10915.81,2023-07-19,2030-07-19,Active,97,2023-06-28,2023-07-19,513043.07,37,2026-09-19,
239,335,Home Loan,1734000,9.28,192,17366.47,2024-09-16,2040-09-16,Active,89,2024-09-06,2024-09-16,2934933.43,23,2026-09-16,
125,856,Business Loan,4085000,14.5,36,140609.69,2024-12-17,2027-12-17,Approved,71,2024-11-25,2024-12-17,2249755.04,20,2026-09-17,
184,98,Education Loan,1950000,6.5,144,19537.46,2025-01-11,2037-01-11,Active,48,2024-12-18,2025-01-11,2442182.50,19,2026-09-11,
108,860,Car Loan,1601000,9.86,72,29546.96,2024-12-06,2030-12-06,Active,65,2024-11-29,2024-12-06,1536441.92,20,2026-09-06,
498,973,Personal Loan,325000,16.51,72,7141.42,2026-03-18,2032-03-18,Closed,43,2026-02-26,2026-03-18,0.00,72,,
456,51,Education Loan,760000,10.45,72,14252.71,2022-10-25,2028-10-25,Active,78,2022-10-23,2022-10-25,370570.46,46,2026-09-25,
948,343,Business Loan,4983000,11.64,48,130342.45,2024-03-09,2028-03-09,Pending,,,2024-03-09,4983000,0,,
908,35,Business Loan,4221000,10.56,120,57097.97,2022-05-08,2032-05-08,Active,65,2022-04-17,2022-05-08,3939759.93,51,2026-09-08,
16,1128,Gold Loan,167000,12.12,36,5556.37,2022-02-06,2025-02-06,Active,33,2022-02-02,2022-02-06,0.00,36,2025-03-06,
675,1088,Car Loan,336000,11.2,84,5788.53,2025-12-26,2032-12-26,Active,64,2025-12-12,2025-12-26,439928.28,8,2026-09-26,
330,503,Personal Loan,1278000,15.5,24,62269.97,2025-10-29,2027-10-29,Approved,90,2025-10-19,2025-10-29,871779.58,10,2026-09-29,
988,422,Car Loan,2410000,9.29,60,50367.52,2024-06-02,2029-06-02,Active,40,2024-05-12,2024-06-02,1712495.68,26,2026-09-02,
425,605,Car Loan,601000,10.38,60,12882.14,2026-06-06,2031-06-06,Active,7,2026-05-09,2026-06-06,747164.12,2,2026-09-06,
628,1334,Car Loan,2312000,8.88,36,73391.93,2026-02-13,2029-02-13,Active,33,2026-02-10,2026-02-13,2201757.90,6,2026-09-13,
882,357,Personal Loan,403000,12.38,48,10687.88,2022-04-10,2026-04-10,Closed,4,2022-04-08,2022-04-10,0.00,48,,
462,1244,Education Loan,500000,9.42,156,5569.62,2023-04-19,2036-04-19,Rejected,,,2023-04-19,0.00,0,,Eligibility criteria not met
785,640,Education Loan,1907000,10.38,120,25604.14,2023-12-29,2033-12-29,Rejected,,,2023-12-29,0.00,0,,Low credit score
583,873,Personal Loan,1340000,15.87,60,32493.71,2025-04-17,2030-04-17,Active,62,2025-03-28,2025-04-17,1429723.24,16,2026-09-17,
793,164,Car Loan,1356000,10.73,48,34869.0,2023-12-05,2027-12-05,Active,57,2023-11-14,2023-12-05,557904.00,32,2026-09-05,
165,1020,Gold Loan,914000,9.99,48,23177.01,2026-05-27,2030-05-27,Active,20,2026-05-20,2026-05-27,1042965.45,3,2026-09-27,
495,498,Home Loan,5623000,7.83,132,63675.54,2024-11-26,2035-11-26,Active,29,2024-11-21,2024-11-26,7067984.94,21,2026-09-26,
928,1071,Car Loan,1628000,7.64,48,39469.7,2022-12-18,2026-12-18,Pending,,,2022-12-18,1628000,0,,
938,333,Business Loan,3831000,12.5,60,86189.6,2023-04-14,2028-04-14,Closed,1,2023-03-23,2023-04-14,0.00,60,,
837,462,Education Loan,483000,7.0,72,8234.67,2026-07-15,2032-07-15,Closed,37,2026-07-07,2026-07-15,0.00,72,,
629,501,Gold Loan,572000,11.67,24,26837.96,2023-09-10,2025-09-10,Closed,88,2023-08-31,2023-09-10,0.00,24,,
295,397,Business Loan,1533000,12.63,108,23825.37,2024-10-15,2033-10-15,Closed,54,2024-10-08,2024-10-15,0.00,108,,
207,666,Home Loan,7756000,8.3,216,69276.57,2024-03-17,2042-03-17,Active,58,2024-03-07,2024-03-17,12954718.59,29,2026-09-17,
17,784,Car Loan,822000,10.49,84,13855.19,2024-12-03,2031-12-03,Pending,,,2024-12-03,822000,0,,
754,1326,Gold Loan,273000,13.2,48,7351.03,2022-12-01,2026-12-01,Active,55,2022-11-12,2022-12-01,29404.12,44,2026-09-01,
224,74,Personal Loan,799000,14.89,84,15368.84,2021-12-12,2028-12-12,Active,29,2021-12-09,2021-12-12,430327.52,56,2026-09-12,
987,1036,Personal Loan,1207000,10.5,48,30903.28,2023-02-28,2027-02-28,Approved,28,2023-02-06,2023-02-28,185419.68,42,2026-09-28,
52,323,Business Loan,1473000,12.29,60,32982.34,2025-02-13,2030-02-13,Active,20,2025-01-25,2025-02-13,1385258.28,18,2026-09-13,
924,118,Personal Loan,1188000,13.34,72,24061.75,2025-08-27,2031-08-27,Closed,56,2025-08-25,2025-08-27,0.00,72,,
759,1287,Education Loan,916000,7.51,168,8827.52,2022-01-15,2036-01-15,Approved,69,2021-12-29,2022-01-15,997509.76,55,2026-09-15,
339,947,Education Loan,1996000,6.5,72,33552.62,2024-01-18,2030-01-18,Defaulted,16,2023-12-21,2024-01-18,1375657.42,31,2026-09-18,
452,153,Home Loan,1051000,7.73,180,9880.77,2026-02-16,2041-02-16,Pending,,,2026-02-16,1051000,0,,
105,215,Gold Loan,709000,8.61,12,61874.94,2023-09-25,2024-09-25,Closed,20,2023-09-03,2023-09-25,0.00,12,,
330,503,Business Loan,2744000,12.24,108,42037.76,2023-09-28,2032-09-28,Active,8,2023-09-15,2023-09-28,3068756.48,35,2026-09-28,
939,140,Education Loan,363000,9.91,120,4779.0,2021-09-10,2031-09-10,Closed,40,2021-09-05,2021-09-10,0.00,120,,
586,94,Car Loan,2336000,11.2,84,40244.08,2024-10-30,2031-10-30,Active,99,2024-10-14,2024-10-30,2495132.96,22,2026-09-30,
624,661,Business Loan,3921000,10.32,84,65743.39,2025-11-05,2032-11-05,Closed,60,2025-10-17,2025-11-05,0.00,84,,
11,1154,Business Loan,1695000,11.66,120,23986.34,2023-07-30,2033-07-30,Active,83,2023-07-07,2023-07-30,1990866.22,37,2026-09-30,
731,431,Gold Loan,979000,12.63,12,87271.76,2022-10-02,2023-10-02,Closed,97,2022-09-03,2022-10-02,0.00,12,,
400,989,Business Loan,2283000,13.12,36,77055.31,2024-07-05,2027-07-05,Approved,16,2024-06-18,2024-07-05,847608.41,25,2026-09-05,
222,1171,Car Loan,622000,10.35,60,13323.03,2022-01-12,2027-01-12,Closed,99,2021-12-21,2022-01-12,0.00,60,,
836,303,Business Loan,1735000,11.85,24,81550.99,2022-05-03,2024-05-03,Defaulted,94,2022-04-10,2022-05-03,244652.97,21,2024-03-03,
527,1165,Business Loan,1310000,11.18,72,25055.58,2024-05-09,2030-05-09,Active,54,2024-04-23,2024-05-09,1127501.10,27,2026-09-09,
881,1279,Education Loan,1229000,8.72,96,17827.09,2025-05-12,2033-05-12,Active,14,2025-05-07,2025-05-12,1443994.29,15,2026-09-12,
932,612,Personal Loan,351000,11.77,12,31148.17,2025-10-21,2026-10-21,Defaulted,29,2025-10-09,2025-10-21,93444.51,9,2026-08-21,
197,1453,Home Loan,7564000,7.77,192,68944.46,2022-10-25,2038-10-25,Approved,34,2022-10-10,2022-10-25,10065891.16,46,2026-09-25,
156,194,Home Loan,1674000,8.58,144,18656.84,2023-06-03,2035-06-03,Rejected,,,2023-06-03,0.00,0,,High existing liabilities
915,812,Personal Loan,804000,17.02,48,23207.77,2022-09-23,2026-09-23,Closed,71,2022-08-29,2022-09-23,0.00,48,,
889,383,Business Loan,655000,11.16,36,21493.52,2025-02-21,2028-02-21,Active,1,2025-01-28,2025-02-21,386883.36,18,2026-09-21,
507,1040,Education Loan,1957000,7.25,96,26925.31,2025-04-09,2033-04-09,Rejected,,,2025-04-09,0.00,0,,High existing liabilities
109,909,Car Loan,1342000,10.43,60,28798.3,2022-04-01,2027-04-01,Defaulted,59,2022-03-23,2022-04-01,230386.40,52,2026-09-01,
